country,total_cases,total_deaths,new_cases,new_deaths,id_pandemic,id_calendar,id
Lebanon,1,0,0,0,1,7,87
Malaysia,22,0,0,0,1,7,104
Nepal,1,0,0,0,1,7,24
Philippines,3,1,0,0,1,7,166
Russia,2,0,0,0,1,7,146
Singapore,89,0,4,0,1,7,141
South Korea,602,6,169,4,1,7,109
Spain,2,0,0,0,1,7,86
Sri Lanka,1,0,0,0,1,7,79
Sweden,1,0,0,0,1,7,67
Taiwan*,28,1,2,0,1,7,65
Thailand,35,0,0,0,1,7,61
US,15,0,0,0,1,7,120
United Arab Emirates,13,0,0,0,1,7,83
United Kingdom,28,0,5,0,1,7,82
Vietnam,16,0,0,0,1,7,66
Afghanistan,1,0,1,0,1,9,139
Australia,15,0,0,0,1,9,99
Bahrain,1,0,1,0,1,9,34
Belgium,1,0,0,0,1,9,40
Cambodia,1,0,0,0,1,9,4
Canada,10,0,1,0,1,9,36
Chile,2,0,0,0,1,9,22
China,77241,2595,219,150,1,9,153
Egypt,1,0,0,0,1,9,143
Finland,1,0,0,0,1,9,42
France,12,1,0,0,1,9,157
Germany,16,0,0,0,1,9,52
India,3,0,0,0,1,9,35
Iran,61,12,18,4,1,9,15
Iraq,1,0,1,0,1,9,21
Israel,1,0,0,0,1,9,97
Italy,229,7,74,4,1,9,135
Japan,160,2,11,0,1,9,127
Kuwait,1,0,1,0,1,9,73
Lebanon,1,0,0,0,1,9,87
Malaysia,22,0,0,0,1,9,104
Nepal,1,0,0,0,1,9,24
Oman,2,0,2,0,1,9,105
Philippines,3,1,0,0,1,9,166
Russia,2,0,0,0,1,9,146
Singapore,89,0,0,0,1,9,141
South Korea,833,8,231,2,1,9,109
Spain,2,0,0,0,1,9,86
Sri Lanka,1,0,0,0,1,9,79
Sweden,1,0,0,0,1,9,67
Taiwan*,30,1,2,0,1,9,65
Thailand,35,0,0,0,1,9,61
US,15,0,0,0,1,9,120
United Arab Emirates,13,0,0,0,1,9,83
United Kingdom,30,0,2,0,1,9,82
Vietnam,16,0,0,0,1,9,66
Afghanistan,1,0,0,0,1,11,139
Algeria,1,0,1,0,1,11,116
Australia,15,0,0,0,1,11,99
Austria,2,0,2,0,1,11,110
Bahrain,23,0,22,0,1,11,34
Belgium,1,0,0,0,1,11,40
Cambodia,1,0,0,0,1,11,4
Canada,11,0,1,0,1,11,36
Chile,2,0,0,0,1,11,22
China,77754,2665,513,70,1,11,153
Croatia,1,0,1,0,1,11,78
Egypt,1,0,0,0,1,11,143
Finland,1,0,0,0,1,11,42
France,14,1,2,0,1,11,157
Germany,17,0,1,0,1,11,52
India,3,0,0,0,1,11,35
Iran,95,16,34,4,1,11,15
Iraq,1,0,0,0,1,11,21
Israel,1,0,0,0,1,11,97
Italy,322,10,93,3,1,11,135
Japan,173,3,13,1,1,11,127
Kuwait,11,0,10,0,1,11,73
Lebanon,1,0,0,0,1,11,87
Malaysia,22,0,0,0,1,11,104
Nepal,1,0,0,0,1,11,24
Oman,2,0,0,0,1,11,105
Pakistan,2,0,2,0,1,11,150
Philippines,3,1,0,0,1,11,166
Russia,2,0,0,0,1,11,146
Singapore,91,0,2,0,1,11,141
South Korea,977,10,144,2,1,11,109
Spain,6,0,4,0,1,11,86
Sri Lanka,1,0,0,0,1,11,79
Sweden,1,0,0,0,1,11,67
Switzerland,1,0,1,0,1,11,85
Taiwan*,31,1,1,0,1,11,65
Thailand,37,0,2,0,1,11,61
US,15,0,0,0,1,11,120
United Arab Emirates,13,0,0,0,1,11,83
United Kingdom,34,0,4,0,1,11,82
Vietnam,16,0,0,0,1,11,66
Afghanistan,1,0,0,0,1,13,139
Algeria,1,0,0,0,1,13,116
Australia,15,0,0,0,1,13,99
Austria,2,0,0,0,1,13,110
Bahrain,33,0,10,0,1,13,34
Belgium,1,0,0,0,1,13,40
Brazil,1,0,1,0,1,13,115
Cambodia,1,0,0,0,1,13,4
Canada,11,0,0,0,1,13,36
Chile,2,0,0,0,1,13,22
China,78166,2717,412,52,1,13,153
Croatia,3,0,2,0,1,13,78
Egypt,1,0,0,0,1,13,143
Finland,2,0,1,0,1,13,42
France,18,2,4,1,1,13,157
Georgia,1,0,1,0,1,13,47
Germany,27,0,10,0,1,13,52
Greece,1,0,1,0,1,13,12
India,3,0,0,0,1,13,35
Iran,139,19,44,3,1,13,15
Iraq,5,0,4,0,1,13,21
Israel,2,0,1,0,1,13,97
Italy,453,12,131,2,1,13,135
Japan,192,3,19,0,1,13,127
Kuwait,26,0,15,0,1,13,73
Lebanon,2,0,1,0,1,13,87
Malaysia,22,0,0,0,1,13,104
Nepal,1,0,0,0,1,13,24
North Macedonia,1,0,1,0,1,13,44
Norway,1,0,1,0,1,13,175
Oman,4,0,2,0,1,13,105
Pakistan,2,0,0,0,1,13,150
Philippines,3,1,0,0,1,13,166
Romania,1,0,1,0,1,13,163
Russia,2,0,0,0,1,13,146
Singapore,93,0,2,0,1,13,141
South Korea,1261,12,284,2,1,13,109
Spain,13,0,7,0,1,13,86
Sri Lanka,1,0,0,0,1,13,79
Sweden,2,0,1,0,1,13,67
Switzerland,1,0,0,0,1,13,85
Taiwan*,32,1,1,0,1,13,65
Thailand,40,0,3,0,1,13,61
US,15,0,0,0,1,13,120
United Arab Emirates,13,0,0,0,1,13,83
United Kingdom,37,0,3,0,1,13,82
Vietnam,16,0,0,0,1,13,66
Afghanistan,1,0,0,0,1,15,139
Algeria,1,0,0,0,1,15,116
Australia,15,0,0,0,1,15,99
Austria,3,0,1,0,1,15,110
Bahrain,33,0,0,0,1,15,34
Belgium,1,0,0,0,1,15,40
Brazil,1,0,0,0,1,15,115
Cambodia,1,0,0,0,1,15,4
Canada,13,0,2,0,1,15,36
Chile,2,0,0,0,1,15,22
China,78600,2746,434,29,1,15,153
Croatia,3,0,0,0,1,15,78
Denmark,1,0,1,0,1,15,178
Egypt,1,0,0,0,1,15,143
Estonia,1,0,1,0,1,15,101
Finland,2,0,0,0,1,15,42
France,38,2,20,0,1,15,157
Georgia,1,0,0,0,1,15,47
Germany,46,0,19,0,1,15,52
Greece,3,0,2,0,1,15,12
India,3,0,0,0,1,15,35
Iran,245,26,106,7,1,15,15
Iraq,7,0,2,0,1,15,21
Israel,3,0,1,0,1,15,97
Italy,655,17,202,5,1,15,135
Japan,218,4,26,1,1,15,127
Kuwait,43,0,17,0,1,15,73
Lebanon,2,0,0,0,1,15,87
Malaysia,23,0,1,0,1,15,104
Nepal,1,0,0,0,1,15,24
Netherlands,1,0,1,0,1,15,149
North Macedonia,1,0,0,0,1,15,44
Norway,1,0,0,0,1,15,175
Oman,4,0,0,0,1,15,105
Pakistan,2,0,0,0,1,15,150
Philippines,3,1,0,0,1,15,166
Romania,1,0,0,0,1,15,163
Russia,2,0,0,0,1,15,146
San Marino,1,0,1,0,1,15,98
Singapore,93,0,0,0,1,15,141
South Korea,1766,13,505,1,1,15,109
Spain,15,0,2,0,1,15,86
Sri Lanka,1,0,0,0,1,15,79
Sweden,7,0,5,0,1,15,67
Switzerland,8,0,7,0,1,15,85
Taiwan*,32,1,0,0,1,15,65
Thailand,40,0,0,0,1,15,61
US,16,0,1,0,1,15,120
United Arab Emirates,13,0,0,0,1,15,83
United Kingdom,44,0,7,0,1,15,82
Vietnam,16,0,0,0,1,15,66
Afghanistan,1,0,0,0,1,39,139
Algeria,1,0,0,0,1,39,116
Australia,15,0,0,0,1,39,99
Austria,3,0,0,0,1,39,110
Bahrain,36,0,3,0,1,39,34
Belarus,1,0,1,0,1,39,129
Belgium,1,0,0,0,1,39,40
Brazil,1,0,0,0,1,39,115
Cambodia,1,0,0,0,1,39,4
Canada,14,0,1,0,1,39,36
Chile,2,0,0,0,1,39,22
China,78928,2790,328,44,1,39,153
Croatia,5,0,2,0,1,39,78
Denmark,1,0,0,0,1,39,178
Egypt,1,0,0,0,1,39,143
Estonia,1,0,0,0,1,39,101
Finland,2,0,0,0,1,39,42
France,57,2,19,0,1,39,157
Georgia,1,0,0,0,1,39,47
Germany,48,0,2,0,1,39,52
Greece,4,0,1,0,1,39,12
Iceland,1,0,1,0,1,39,106
India,3,0,0,0,1,39,35
Iran,388,34,143,8,1,39,15
Iraq,7,0,0,0,1,39,21
Israel,4,0,1,0,1,39,97
Italy,888,21,233,4,1,39,135
Japan,236,5,18,1,1,39,127
Kuwait,45,0,2,0,1,39,73
Lebanon,2,0,0,0,1,39,87
Lithuania,1,0,1,0,1,39,158
Malaysia,23,0,0,0,1,39,104
Mexico,1,0,1,0,1,39,180
Nepal,1,0,0,0,1,39,24
Netherlands,1,0,0,0,1,39,149
New Zealand,1,0,1,0,1,39,132
Nigeria,1,0,1,0,1,39,74
North Macedonia,1,0,0,0,1,39,44
Norway,6,0,5,0,1,39,175
Oman,4,0,0,0,1,39,105
Pakistan,4,0,2,0,1,39,150
Philippines,3,1,0,0,1,39,166
Romania,3,0,2,0,1,39,163
Russia,2,0,0,0,1,39,146
San Marino,1,0,0,0,1,39,98
Singapore,93,0,0,0,1,39,141
South Korea,2337,13,571,0,1,39,109
Spain,32,0,17,0,1,39,86
Sri Lanka,1,0,0,0,1,39,79
Sweden,7,0,0,0,1,39,67
Switzerland,8,0,0,0,1,39,85
Taiwan*,34,1,2,0,1,39,65
Thailand,41,0,1,0,1,39,61
US,16,0,0,0,1,39,120
United Arab Emirates,19,0,6,0,1,39,83
United Kingdom,56,0,12,0,1,39,82
Vietnam,16,0,0,0,1,39,66
Afghanistan,1,0,0,0,1,40,139
Algeria,1,0,0,0,1,40,116
Australia,25,0,10,0,1,40,99
Austria,9,0,6,0,1,40,110
Bahrain,41,0,5,0,1,40,34
Belarus,1,0,0,0,1,40,129
Belgium,1,0,0,0,1,40,40
Brazil,2,0,1,0,1,40,115
Cambodia,1,0,0,0,1,40,4
Canada,20,0,6,0,1,40,36
Chile,2,0,0,0,1,40,22
China,79356,2837,428,47,1,40,153
Croatia,6,0,1,0,1,40,78
Denmark,3,0,2,0,1,40,178
Egypt,1,0,0,0,1,40,143
Estonia,1,0,0,0,1,40,101
Finland,3,0,1,0,1,40,42
France,100,2,43,0,1,40,157
Georgia,1,0,0,0,1,40,47
Germany,79,0,31,0,1,40,52
Greece,4,0,0,0,1,40,12
Iceland,1,0,0,0,1,40,106
India,3,0,0,0,1,40,35
Iran,593,43,205,9,1,40,15
Iraq,13,0,6,0,1,40,21
Ireland,1,0,1,0,1,40,154
Israel,7,0,3,0,1,40,97
Italy,1128,29,240,8,1,40,135
Japan,245,6,9,1,1,40,127
Kuwait,45,0,0,0,1,40,73
Lebanon,4,0,2,0,1,40,87
Lithuania,1,0,0,0,1,40,158
Luxembourg,1,0,1,0,1,40,114
Malaysia,25,0,2,0,1,40,104
Mexico,4,0,3,0,1,40,180
Monaco,1,0,1,0,1,40,113
Nepal,1,0,0,0,1,40,24
Netherlands,6,0,5,0,1,40,149
New Zealand,1,0,0,0,1,40,132
Nigeria,1,0,0,0,1,40,74
North Macedonia,1,0,0,0,1,40,44
Norway,15,0,9,0,1,40,175
Oman,6,0,2,0,1,40,105
Pakistan,4,0,0,0,1,40,150
Philippines,3,1,0,0,1,40,166
Qatar,1,0,1,0,1,40,155
Romania,3,0,0,0,1,40,163
Russia,2,0,0,0,1,40,146
San Marino,1,0,0,0,1,40,98
Singapore,102,0,9,0,1,40,141
South Korea,3150,16,813,3,1,40,109
Spain,45,0,13,0,1,40,86
Sri Lanka,1,0,0,0,1,40,79
Sweden,12,0,5,0,1,40,67
Switzerland,18,0,10,0,1,40,85
Taiwan*,39,1,5,0,1,40,65
Thailand,42,0,1,0,1,40,61
US,24,1,8,1,1,40,120
United Arab Emirates,21,0,2,0,1,40,83
United Kingdom,61,0,5,0,1,40,82
Vietnam,16,0,0,0,1,40,66
Afghanistan,1,0,0,0,1,27,139
Algeria,1,0,0,0,1,27,116
Armenia,1,0,1,0,1,27,107
Australia,27,1,2,1,1,27,99
Austria,14,0,5,0,1,27,110
Azerbaijan,3,0,3,0,1,27,90
Bahrain,47,0,6,0,1,27,34
Belarus,1,0,0,0,1,27,129
Belgium,2,0,1,0,1,27,40
Brazil,2,0,0,0,1,27,115
Cambodia,1,0,0,0,1,27,4
Canada,24,0,4,0,1,27,36
Chile,9,0,7,0,1,27,22
China,79932,2872,576,35,1,27,153
Croatia,7,0,1,0,1,27,78
Czechia,3,0,3,0,1,27,142
Denmark,4,0,1,0,1,27,178
Dominican Republic,1,0,1,0,1,27,179
Ecuador,6,0,6,0,1,27,122
Egypt,2,0,1,0,1,27,143
Estonia,1,0,0,0,1,27,101
Finland,6,0,3,0,1,27,42
France,130,2,30,0,1,27,157
Georgia,3,0,2,0,1,27,47
Germany,130,0,51,0,1,27,52
Greece,7,0,3,0,1,27,12
Iceland,3,0,2,0,1,27,106
India,3,0,0,0,1,27,35
Iran,978,54,385,11,1,27,15
Iraq,19,0,6,0,1,27,21
Ireland,1,0,0,0,1,27,154
Israel,10,0,3,0,1,27,97
Italy,1694,34,566,5,1,27,135
Japan,259,6,14,0,1,27,127
Kuwait,45,0,0,0,1,27,73
Lebanon,10,0,6,0,1,27,87
Lithuania,1,0,0,0,1,27,158
Luxembourg,1,0,0,0,1,27,114
Malaysia,29,0,4,0,1,27,104
Mexico,5,0,1,0,1,27,180
Monaco,1,0,0,0,1,27,113
Nepal,1,0,0,0,1,27,24
Netherlands,10,0,4,0,1,27,149
New Zealand,1,0,0,0,1,27,132
Nigeria,1,0,0,0,1,27,74
North Macedonia,1,0,0,0,1,27,44
Norway,19,0,4,0,1,27,175
Oman,6,0,0,0,1,27,105
Pakistan,4,0,0,0,1,27,150
Philippines,3,1,0,0,1,27,166
Qatar,3,0,2,0,1,27,155
Romania,3,0,0,0,1,27,163
Russia,2,0,0,0,1,27,146
San Marino,1,0,0,0,1,27,98
Singapore,106,0,4,0,1,27,141
South Korea,3736,17,586,1,1,27,109
Spain,84,0,39,0,1,27,86
Sri Lanka,1,0,0,0,1,27,79
Sweden,14,0,2,0,1,27,67
Switzerland,27,0,9,0,1,27,85
Taiwan*,40,1,1,0,1,27,65
Thailand,42,1,0,1,1,27,61
US,30,1,6,0,1,27,120
United Arab Emirates,21,0,0,0,1,27,83
United Kingdom,94,0,33,0,1,27,82
Vietnam,16,0,0,0,1,27,66
Afghanistan,1,0,0,0,1,25,139
Algeria,3,0,2,0,1,25,116
Andorra,1,0,1,0,1,25,70
Armenia,1,0,0,0,1,25,107
Australia,30,1,3,0,1,25,99
Austria,18,0,4,0,1,25,110
Azerbaijan,3,0,0,0,1,25,90
Bahrain,49,0,2,0,1,25,34
Belarus,1,0,0,0,1,25,129
Belgium,8,0,6,0,1,25,40
Brazil,2,0,0,0,1,25,115
Cambodia,1,0,0,0,1,25,4
Canada,27,0,3,0,1,25,36
Chile,9,0,0,0,1,25,22
China,80136,2914,204,42,1,25,153
Croatia,7,0,0,0,1,25,78
Czechia,3,0,0,0,1,25,142
Denmark,4,0,0,0,1,25,178
Dominican Republic,1,0,0,0,1,25,179
Ecuador,6,0,0,0,1,25,122
Egypt,2,0,0,0,1,25,143
Estonia,1,0,0,0,1,25,101
Finland,6,0,0,0,1,25,42
France,191,3,61,1,1,25,157
Georgia,3,0,0,0,1,25,47
Germany,159,0,29,0,1,25,52
Greece,7,0,0,0,1,25,12
Iceland,6,0,3,0,1,25,106
India,5,0,2,0,1,25,35
Indonesia,2,0,2,0,1,25,186
Iran,1501,66,523,12,1,25,15
Iraq,26,0,7,0,1,25,21
Ireland,1,0,0,0,1,25,154
Israel,10,0,0,0,1,25,97
Italy,2036,52,342,18,1,25,135
Japan,278,6,19,0,1,25,127
Kuwait,56,0,11,0,1,25,73
Latvia,1,0,1,0,1,25,13
Lebanon,13,0,3,0,1,25,87
Lithuania,1,0,0,0,1,25,158
Luxembourg,1,0,0,0,1,25,114
Malaysia,29,0,0,0,1,25,104
Mexico,5,0,0,0,1,25,180
Monaco,1,0,0,0,1,25,113
Morocco,1,0,1,0,1,25,16
Nepal,1,0,0,0,1,25,24
Netherlands,18,0,8,0,1,25,149
New Zealand,1,0,0,0,1,25,132
Nigeria,1,0,0,0,1,25,74
North Macedonia,1,0,0,0,1,25,44
Norway,25,0,6,0,1,25,175
Oman,6,0,0,0,1,25,105
Pakistan,5,0,1,0,1,25,150
Philippines,3,1,0,0,1,25,166
Portugal,2,0,2,0,1,25,8
Qatar,3,0,0,0,1,25,155
Romania,3,0,0,0,1,25,163
Russia,3,0,1,0,1,25,146
San Marino,8,0,7,0,1,25,98
Saudi Arabia,1,0,1,0,1,25,148
Senegal,1,0,1,0,1,25,134
Singapore,108,0,2,0,1,25,141
South Korea,4335,28,599,11,1,25,109
Spain,120,0,36,0,1,25,86
Sri Lanka,1,0,0,0,1,25,79
Sweden,15,0,1,0,1,25,67
Switzerland,42,0,15,0,1,25,85
Taiwan*,41,1,1,0,1,25,65
Thailand,43,1,1,0,1,25,61
US,53,6,23,5,1,25,120
United Arab Emirates,21,0,0,0,1,25,83
United Kingdom,134,0,40,0,1,25,82
Vietnam,16,0,0,0,1,25,66
Afghanistan,1,0,0,0,1,31,139
Algeria,5,0,2,0,1,31,116
Andorra,1,0,0,0,1,31,70
Argentina,1,0,1,0,1,31,25
Armenia,1,0,0,0,1,31,107
Australia,39,1,9,0,1,31,99
Austria,21,0,3,0,1,31,110
Azerbaijan,3,0,0,0,1,31,90
Bahrain,49,0,0,0,1,31,34
Belarus,1,0,0,0,1,31,129
Belgium,13,0,5,0,1,31,40
Brazil,2,0,0,0,1,31,115
Cambodia,1,0,0,0,1,31,4
Canada,30,0,3,0,1,31,36
Chile,10,0,1,0,1,31,22
China,80261,2947,125,33,1,31,153
Croatia,9,0,2,0,1,31,78
Czechia,5,0,2,0,1,31,142
Denmark,6,0,2,0,1,31,178
Dominican Republic,1,0,0,0,1,31,179
Ecuador,7,0,1,0,1,31,122
Egypt,2,0,0,0,1,31,143
Estonia,2,0,1,0,1,31,101
Finland,6,0,0,0,1,31,42
France,204,4,13,1,1,31,157
Georgia,3,0,0,0,1,31,47
Germany,196,0,37,0,1,31,52
Greece,7,0,0,0,1,31,12
Iceland,11,0,5,0,1,31,106
India,5,0,0,0,1,31,35
Indonesia,2,0,0,0,1,31,186
Iran,2336,77,835,11,1,31,15
Iraq,32,0,6,0,1,31,21
Ireland,2,0,1,0,1,31,154
Israel,12,0,2,0,1,31,97
Italy,2502,79,466,27,1,31,135
Japan,298,6,20,0,1,31,127
Jordan,1,0,1,0,1,31,75
Kuwait,56,0,0,0,1,31,73
Latvia,1,0,0,0,1,31,13
Lebanon,13,0,0,0,1,31,87
Lithuania,1,0,0,0,1,31,158
Luxembourg,1,0,0,0,1,31,114
Malaysia,36,0,7,0,1,31,104
Mexico,5,0,0,0,1,31,180
Monaco,1,0,0,0,1,31,113
Morocco,1,0,0,0,1,31,16
Nepal,1,0,0,0,1,31,24
Netherlands,24,0,6,0,1,31,149
New Zealand,1,0,0,0,1,31,132
Nigeria,1,0,0,0,1,31,74
North Macedonia,1,0,0,0,1,31,44
Norway,32,0,7,0,1,31,175
Oman,12,0,6,0,1,31,105
Pakistan,5,0,0,0,1,31,150
Philippines,3,1,0,0,1,31,166
Portugal,2,0,0,0,1,31,8
Qatar,7,0,4,0,1,31,155
Romania,3,0,0,0,1,31,163
Russia,3,0,0,0,1,31,146
San Marino,10,1,2,1,1,31,98
Saudi Arabia,1,0,0,0,1,31,148
Senegal,2,0,1,0,1,31,134
Singapore,110,0,2,0,1,31,141
South Korea,5186,28,851,0,1,31,109
Spain,165,1,45,1,1,31,86
Sri Lanka,1,0,0,0,1,31,79
Sweden,21,0,6,0,1,31,67
Switzerland,56,0,14,0,1,31,85
Taiwan*,42,1,1,0,1,31,65
Thailand,43,1,0,0,1,31,61
US,73,7,20,1,1,31,120
Ukraine,1,0,1,0,1,31,26
United Arab Emirates,27,0,6,0,1,31,83
United Kingdom,189,0,55,0,1,31,82
Vietnam,16,0,0,0,1,31,66
Afghanistan,1,0,0,0,1,29,139
Algeria,12,0,7,0,1,29,116
Andorra,1,0,0,0,1,29,70
Argentina,1,0,0,0,1,29,25
Armenia,1,0,0,0,1,29,107
Australia,52,2,13,1,1,29,99
Austria,29,0,8,0,1,29,110
Azerbaijan,3,0,0,0,1,29,90
Bahrain,52,0,3,0,1,29,34
Belarus,6,0,5,0,1,29,129
Belgium,23,0,10,0,1,29,40
Brazil,4,0,2,0,1,29,115
Cambodia,1,0,0,0,1,29,4
Canada,33,0,3,0,1,29,36
Chile,10,0,0,0,1,29,22
China,80386,2983,125,36,1,29,153
Croatia,10,0,1,0,1,29,78
Czechia,8,0,3,0,1,29,142
Denmark,11,0,5,0,1,29,178
Dominican Republic,1,0,0,0,1,29,179
Ecuador,10,0,3,0,1,29,122
Egypt,2,0,0,0,1,29,143
Estonia,2,0,0,0,1,29,101
Finland,6,0,0,0,1,29,42
France,288,4,84,0,1,29,157
Georgia,3,0,0,0,1,29,47
Germany,262,0,66,0,1,29,52
Greece,9,0,2,0,1,29,12
Hungary,2,0,2,0,1,29,125
Iceland,26,0,15,0,1,29,106
India,28,0,23,0,1,29,35
Indonesia,2,0,0,0,1,29,186
Iran,2922,92,586,15,1,29,15
Iraq,35,2,3,2,1,29,21
Ireland,6,0,4,0,1,29,154
Israel,15,0,3,0,1,29,97
Italy,3089,107,587,28,1,29,135
Japan,333,7,35,1,1,29,127
Jordan,1,0,0,0,1,29,75
Kuwait,56,0,0,0,1,29,73
Latvia,1,0,0,0,1,29,13
Lebanon,13,0,0,0,1,29,87
Liechtenstein,1,0,1,0,1,29,71
Lithuania,1,0,0,0,1,29,158
Luxembourg,1,0,0,0,1,29,114
Malaysia,50,0,14,0,1,29,104
Mexico,5,0,0,0,1,29,180
Monaco,1,0,0,0,1,29,113
Morocco,1,0,0,0,1,29,16
Nepal,1,0,0,0,1,29,24
Netherlands,38,0,14,0,1,29,149
New Zealand,3,0,2,0,1,29,132
Nigeria,1,0,0,0,1,29,74
North Macedonia,1,0,0,0,1,29,44
Norway,56,0,24,0,1,29,175
Oman,15,0,3,0,1,29,105
Pakistan,5,0,0,0,1,29,150
Philippines,3,1,0,0,1,29,166
Poland,1,0,1,0,1,29,72
Portugal,5,0,3,0,1,29,8
Qatar,8,0,1,0,1,29,155
Romania,4,0,1,0,1,29,163
Russia,3,0,0,0,1,29,146
San Marino,16,1,6,0,1,29,98
Saudi Arabia,1,0,0,0,1,29,148
Senegal,4,0,2,0,1,29,134
Singapore,110,0,0,0,1,29,141
South Korea,5621,35,435,7,1,29,109
Spain,222,2,57,1,1,29,86
Sri Lanka,1,0,0,0,1,29,79
Sweden,35,0,14,0,1,29,67
Switzerland,90,0,34,0,1,29,85
Taiwan*,42,1,0,0,1,29,65
Thailand,43,1,0,0,1,29,61
Tunisia,1,0,1,0,1,29,77
US,104,11,31,4,1,29,120
Ukraine,1,0,0,0,1,29,26
United Arab Emirates,27,0,0,0,1,29,83
United Kingdom,246,0,57,0,1,29,82
Vietnam,16,0,0,0,1,29,66
Afghanistan,1,0,0,0,1,34,139
Algeria,12,0,0,0,1,34,116
Andorra,1,0,0,0,1,34,70
Argentina,1,0,0,0,1,34,25
Armenia,1,0,0,0,1,34,107
Australia,55,2,3,0,1,34,99
Austria,41,0,12,0,1,34,110
Azerbaijan,6,0,3,0,1,34,90
Bahrain,55,0,3,0,1,34,34
Belarus,6,0,0,0,1,34,129
Belgium,50,0,27,0,1,34,40
Bosnia and Herzegovina,2,0,2,0,1,34,160
Brazil,4,0,0,0,1,34,115
Cambodia,1,0,0,0,1,34,4
Canada,37,0,4,0,1,34,36
Chile,13,0,3,0,1,34,22
China,80537,3015,151,32,1,34,153
Croatia,10,0,0,0,1,34,78
Czechia,12,0,4,0,1,34,142
Denmark,11,0,0,0,1,34,178
Dominican Republic,1,0,0,0,1,34,179
Ecuador,13,0,3,0,1,34,122
Egypt,3,0,1,0,1,34,143
Estonia,3,0,1,0,1,34,101
Finland,12,0,6,0,1,34,42
France,380,6,92,2,1,34,157
Georgia,4,0,1,0,1,34,47
Germany,482,0,220,0,1,34,52
Greece,31,0,22,0,1,34,12
Hungary,2,0,0,0,1,34,125
Iceland,34,0,8,0,1,34,106
India,30,0,2,0,1,34,35
Indonesia,2,0,0,0,1,34,186
Iran,3513,107,591,15,1,34,15
Iraq,35,2,0,0,1,34,21
Ireland,6,0,0,0,1,34,154
Israel,20,0,5,0,1,34,97
Italy,3858,148,769,41,1,34,135
Japan,365,7,32,0,1,34,127
Jordan,1,0,0,0,1,34,75
Kuwait,58,0,2,0,1,34,73
Latvia,1,0,0,0,1,34,13
Lebanon,16,0,3,0,1,34,87
Liechtenstein,1,0,0,0,1,34,71
Lithuania,1,0,0,0,1,34,158
Luxembourg,1,0,0,0,1,34,114
Malaysia,50,0,0,0,1,34,104
Mexico,5,0,0,0,1,34,180
Monaco,1,0,0,0,1,34,113
Morocco,2,0,1,0,1,34,16
Nepal,1,0,0,0,1,34,24
Netherlands,82,0,44,0,1,34,149
New Zealand,3,0,0,0,1,34,132
Nigeria,1,0,0,0,1,34,74
North Macedonia,1,0,0,0,1,34,44
Norway,87,0,31,0,1,34,175
Oman,16,0,1,0,1,34,105
Pakistan,6,0,1,0,1,34,150
Philippines,3,1,0,0,1,34,166
Poland,1,0,0,0,1,34,72
Portugal,8,0,3,0,1,34,8
Qatar,8,0,0,0,1,34,155
Romania,6,0,2,0,1,34,163
Russia,4,0,1,0,1,34,146
San Marino,21,1,5,0,1,34,98
Saudi Arabia,5,0,4,0,1,34,148
Senegal,4,0,0,0,1,34,134
Singapore,117,0,7,0,1,34,141
Slovenia,2,0,2,0,1,34,117
South Africa,1,0,1,0,1,34,45
South Korea,6088,35,467,0,1,34,109
Spain,259,3,37,1,1,34,86
Sri Lanka,1,0,0,0,1,34,79
Sweden,94,0,59,0,1,34,67
Switzerland,114,1,24,1,1,34,85
Taiwan*,44,1,2,0,1,34,65
Thailand,47,1,4,0,1,34,61
Tunisia,1,0,0,0,1,34,77
US,174,12,70,1,1,34,120
Ukraine,1,0,0,0,1,34,26
United Arab Emirates,29,0,2,0,1,34,83
United Kingdom,295,0,49,0,1,34,82
Vietnam,16,0,0,0,1,34,66
West Bank and Gaza,4,0,4,0,1,34,68
Afghanistan,1,0,0,0,1,32,139
Algeria,17,0,5,0,1,32,116
Andorra,1,0,0,0,1,32,70
Argentina,2,0,1,0,1,32,25
Armenia,1,0,0,0,1,32,107
Australia,60,2,5,0,1,32,99
Austria,55,0,14,0,1,32,110
Azerbaijan,6,0,0,0,1,32,90
Bahrain,60,0,5,0,1,32,34
Belarus,6,0,0,0,1,32,129
Belgium,109,0,59,0,1,32,40
Bhutan,1,0,1,0,1,32,162
Bosnia and Herzegovina,2,0,0,0,1,32,160
Brazil,13,0,9,0,1,32,115
Cambodia,1,0,0,0,1,32,4
Cameroon,1,0,1,0,1,32,102
Canada,49,0,12,0,1,32,36
Chile,13,0,0,0,1,32,22
China,80690,3044,153,29,1,32,153
Colombia,1,0,1,0,1,32,123
Costa Rica,1,0,1,0,1,32,64
Croatia,11,0,1,0,1,32,78
Czechia,18,0,6,0,1,32,142
Denmark,24,0,13,0,1,32,178
Dominican Republic,2,0,1,0,1,32,179
Ecuador,13,0,0,0,1,32,122
Egypt,15,0,12,0,1,32,143
Estonia,10,0,7,0,1,32,101
Finland,15,0,3,0,1,32,42
France,656,9,276,3,1,32,157
Georgia,4,0,0,0,1,32,47
Germany,670,0,188,0,1,32,52
Greece,45,0,14,0,1,32,12
Holy See,1,0,1,0,1,32,32
Hungary,2,0,0,0,1,32,125
Iceland,43,0,9,0,1,32,106
India,31,0,1,0,1,32,35
Indonesia,4,0,2,0,1,32,186
Iran,4747,124,1234,17,1,32,15
Iraq,40,3,5,1,1,32,21
